Aquatic Programs Count,day,Day of Week,Family Swim Count,Lap Swim Count,Outage Count,tally_Time,Water Excercise Count
,04/30/2019,Tuesday,,,,09:45:00,9
,04/30/2019,Tuesday,,,,10:15:00,14
,04/30/2019,Tuesday,,,,10:45:00,13
,04/30/2019,Tuesday,,3,,11:15:00,
,04/30/2019,Tuesday,,8,,11:45:00,
,04/30/2019,Tuesday,,5,,12:15:00,
,04/30/2019,Tuesday,,3,,12:45:00,
,04/30/2019,Tuesday,,,,13:15:00,
,04/30/2019,Tuesday,,,,13:45:00,
,04/30/2019,Tuesday,,,,14:15:00,
,04/30/2019,Tuesday,,,,14:45:00,
,04/30/2019,Tuesday,,,,15:15:00,
,04/30/2019,Tuesday,,,,15:45:00,
,04/30/2019,Tuesday,9,,,16:15:00,
,04/30/2019,Tuesday,15,,,16:45:00,
,04/30/2019,Tuesday,16,,,17:15:00,
12,04/30/2019,Tuesday,,,,17:45:00,
9,04/30/2019,Tuesday,,,,18:15:00,
4,04/30/2019,Tuesday,,,,18:45:00,
,04/30/2019,Tuesday,,,,19:15:00,7
,04/30/2019,Tuesday,,,,19:45:00,9
,04/30/2019,Tuesday,,3,,20:15:00,
,04/30/2019,Tuesday,,3,,20:45:00,
,04/30/2019,Tuesday,,5,,21:15:00,
,05/01/2019,Wednesday,,1,,05:45:00,
,05/01/2019,Wednesday,,3,,06:15:00,
,05/01/2019,Wednesday,,2,,06:45:00,
,05/01/2019,Wednesday,,4,,07:15:00,
,05/01/2019,Wednesday,,5,,07:45:00,
,05/01/2019,Wednesday,,1,,08:15:00,3
,05/01/2019,Wednesday,,2,,08:45:00,3
,05/01/2019,Wednesday,,,,09:15:00,13
,05/01/2019,Wednesday,,,,09:45:00,13
,05/01/2019,Wednesday,,7,,10:15:00,
,05/01/2019,Wednesday,,5,,10:45:00,
,05/01/2019,Wednesday,,7,,11:15:00,
,05/01/2019,Wednesday,,16,,11:45:00,
,05/01/2019,Wednesday,,,,12:15:00,
,05/01/2019,Wednesday,,,,12:45:00,
,05/01/2019,Wednesday,,,,13:15:00,
,05/01/2019,Wednesday,,,,13:45:00,
,05/01/2019,Wednesday,,,,14:15:00,
,05/01/2019,Wednesday,,,,14:45:00,
,05/01/2019,Wednesday,,,,15:15:00,
,05/01/2019,Wednesday,,,,15:45:00,
,05/01/2019,Wednesday,,,,16:15:00,
10,05/01/2019,Wednesday,,,,16:45:00,
,05/01/2019,Wednesday,4,1,,17:15:00,
,05/01/2019,Wednesday,5,4,,17:45:00,
5,05/01/2019,Wednesday,,,,18:15:00,
5,05/01/2019,Wednesday,,,,18:45:00,
6,05/01/2019,Wednesday,,,,19:15:00,
5,05/01/2019,Wednesday,,,,19:45:00,
,05/01/2019,Wednesday,,,,20:15:00,
,05/01/2019,Wednesday,,,,20:45:00,
,05/01/2019,Wednesday,,6,,21:15:00,
,05/04/2019,Saturday,,,,05:45:00,
,05/04/2019,Saturday,,,,06:15:00,
,05/04/2019,Saturday,,,,06:45:00,
,05/04/2019,Saturday,,,,07:15:00,
,05/04/2019,Saturday,,,,07:45:00,
,05/04/2019,Saturday,,,,08:15:00,
23,05/04/2019,Saturday,,,,08:45:00,
,05/04/2019,Saturday,,,,09:15:00,
,05/04/2019,Saturday,,,,09:45:00,
,05/04/2019,Saturday,,,,10:15:00,
24,05/04/2019,Saturday,,,,10:45:00,
,05/04/2019,Saturday,,,,11:15:00,
,05/04/2019,Saturday,,,,11:45:00,
,05/04/2019,Saturday,,,,12:15:00,
,05/04/2019,Saturday,,,,12:45:00,
,05/04/2019,Saturday,,,,13:15:00,
9,05/04/2019,Saturday,,,,13:45:00,
,05/04/2019,Saturday,,,,14:15:00,
,05/04/2019,Saturday,,,,14:45:00,
,05/04/2019,Saturday,,,,15:15:00,
,05/04/2019,Saturday,,4,,15:45:00,
,05/04/2019,Saturday,22,1,,16:15:00,
,05/04/2019,Saturday,21,,,16:45:00,
,05/04/2019,Saturday,,,,17:15:00,
,05/04/2019,Saturday,,,,17:45:00,
,05/04/2019,Saturday,,,,18:15:00,
,05/04/2019,Saturday,,,,18:45:00,
,05/04/2019,Saturday,,,,19:15:00,
,05/04/2019,Saturday,,,,19:45:00,
,05/04/2019,Saturday,,,,20:15:00,
,05/04/2019,Saturday,,,,20:45:00,
,05/04/2019,Saturday,,,,21:15:00,
,05/05/2019,Sunday,,,,05:45:00,
,05/05/2019,Sunday,,,,06:15:00,
,05/05/2019,Sunday,,,,06:45:00,
,05/05/2019,Sunday,,,,07:15:00,
,05/05/2019,Sunday,,5,,07:45:00,
,05/05/2019,Sunday,,2,,08:15:00,
18,05/05/2019,Sunday,,,,08:45:00,
,05/05/2019,Sunday,,,,09:15:00,
17,05/05/2019,Sunday,,,,09:45:00,
13,05/05/2019,Sunday,,,,10:15:00,
1,05/05/2019,Sunday,,,,10:45:00,
,05/05/2019,Sunday,,,,11:15:00,
13,05/05/2019,Sunday,,,,11:45:00,
12,05/05/2019,Sunday,,,,12:15:00,
,05/05/2019,Sunday,,,,12:45:00,
,05/05/2019,Sunday,,,,13:15:00,
,05/05/2019,Sunday,,,,13:45:00,
,05/05/2019,Sunday,,,,14:15:00,
2,05/05/2019,Sunday,,,,14:45:00,
,05/05/2019,Sunday,,,,15:15:00,
,05/05/2019,Sunday,,4,,15:45:00,
,05/05/2019,Sunday,21,,,16:15:00,
,05/05/2019,Sunday,45,,,16:45:00,
,05/05/2019,Sunday,48,,,17:15:00,
,05/05/2019,Sunday,31,,,17:45:00,
,05/05/2019,Sunday,,,,18:15:00,
,05/05/2019,Sunday,,,,18:45:00,
,05/05/2019,Sunday,,,,19:15:00,
,05/05/2019,Sunday,,,,19:45:00,
,05/05/2019,Sunday,,,,20:15:00,
,05/05/2019,Sunday,,,,20:45:00,
,05/05/2019,Sunday,,,,21:15:00,
,05/10/2019,Friday,,0,,05:45:00,
,05/10/2019,Friday,,1,,06:15:00,
,05/10/2019,Friday,,1,,06:45:00,
,05/10/2019,Friday,,1,,07:15:00,
,05/10/2019,Friday,,2,,07:45:00,
,05/10/2019,Friday,,,,08:15:00,
,05/10/2019,Friday,,,,08:45:00,2
,05/10/2019,Friday,,,,09:15:00,
,05/10/2019,Friday,,,,09:45:00,
,05/10/2019,Friday,,7,,10:15:00,
,05/10/2019,Friday,,4,,10:45:00,
,05/10/2019,Friday,2,4,,11:15:00,
,05/10/2019,Friday,,,,11:45:00,
,05/10/2019,Friday,,,,12:15:00,
,05/10/2019,Friday,,2,,12:45:00,
,05/10/2019,Friday,,,,13:15:00,
,05/10/2019,Friday,,,,13:45:00,
,05/10/2019,Friday,,,,14:15:00,
,05/10/2019,Friday,,,,14:45:00,
,05/10/2019,Friday,,,,15:15:00,
,05/10/2019,Friday,,,,15:45:00,
,05/10/2019,Friday,3,0,,16:15:00,
,05/10/2019,Friday,1,,,16:45:00,
,05/10/2019,Friday,,17,,17:15:00,
,05/10/2019,Friday,,,,17:45:00,
5,05/10/2019,Friday,,,,18:15:00,
,05/10/2019,Friday,,,,18:45:00,
,05/10/2019,Friday,5,2,,19:15:00,
,05/10/2019,Friday,,,,19:45:00,
,05/10/2019,Friday,,,,20:15:00,
,05/10/2019,Friday,,,,20:45:00,
,05/10/2019,Friday,2,5,,21:15:00,
,05/11/2019,Saturday,,,,05:45:00,
,05/11/2019,Saturday,,,,06:15:00,
,05/11/2019,Saturday,,,,06:45:00,
,05/11/2019,Saturday,,,,07:15:00,
,05/11/2019,Saturday,,2,,07:45:00,
2,05/11/2019,Saturday,,,,08:15:00,
,05/11/2019,Saturday,,,,08:45:00,
0,05/11/2019,Saturday,,,,09:15:00,
0,05/11/2019,Saturday,,,,09:45:00,
,05/11/2019,Saturday,,,,10:15:00,
5,05/11/2019,Saturday,,,,10:45:00,
10,05/11/2019,Saturday,,,,11:15:00,
,05/11/2019,Saturday,,,,11:45:00,
15,05/11/2019,Saturday,,,,12:15:00,
0,05/11/2019,Saturday,,,,12:45:00,
,05/11/2019,Saturday,,1,,13:15:00,
,05/11/2019,Saturday,,2,,13:45:00,
,05/11/2019,Saturday,,,,14:15:00,
,05/11/2019,Saturday,,7,,14:45:00,
,05/11/2019,Saturday,,6,,15:15:00,
,05/11/2019,Saturday,,5,,15:45:00,
,05/11/2019,Saturday,10,2,,16:15:00,
,05/11/2019,Saturday,30,0,,16:45:00,
,05/11/2019,Saturday,30,0,,17:15:00,
,05/11/2019,Saturday,21,0,,17:45:00,
,05/11/2019,Saturday,21,0,,18:15:00,
,05/11/2019,Saturday,,,,18:45:00,
,05/11/2019,Saturday,,,,19:15:00,
,05/11/2019,Saturday,,,,19:45:00,
,05/11/2019,Saturday,,,,20:15:00,
,05/11/2019,Saturday,,,,20:45:00,
,05/11/2019,Saturday,,,,21:15:00,
,05/21/2019,Tuesday,,,,05:45:00,
,05/21/2019,Tuesday,,,,06:15:00,
,05/21/2019,Tuesday,,,,06:45:00,
,05/21/2019,Tuesday,,,,07:15:00,
,05/21/2019,Tuesday,,,,07:45:00,
,05/21/2019,Tuesday,,7,,08:15:00,
,05/21/2019,Tuesday,,9,,08:45:00,
,05/21/2019,Tuesday,,,,09:15:00,9
,05/21/2019,Tuesday,,,,09:45:00,9
,05/21/2019,Tuesday,,,,10:15:00,9
,05/21/2019,Tuesday,,,,10:45:00,9
,05/21/2019,Tuesday,,,,11:15:00,3
,05/21/2019,Tuesday,,,,11:45:00,3
,05/21/2019,Tuesday,,3,,12:15:00,
,05/21/2019,Tuesday,,7,,12:45:00,
,05/21/2019,Tuesday,,,,13:15:00,
,05/21/2019,Tuesday,,,,13:45:00,
,05/21/2019,Tuesday,,,,14:15:00,
,05/21/2019,Tuesday,,,,14:45:00,
,05/21/2019,Tuesday,,,,15:15:00,
,05/21/2019,Tuesday,,,,15:45:00,
,05/21/2019,Tuesday,12,,,16:15:00,
,05/21/2019,Tuesday,12,,,16:45:00,
,05/21/2019,Tuesday,,12,,17:15:00,
,05/21/2019,Tuesday,3,3,,17:45:00,
,05/21/2019,Tuesday,,13,,18:15:00,
,05/21/2019,Tuesday,,5,,18:45:00,
,05/21/2019,Tuesday,,,,19:15:00,17
,05/21/2019,Tuesday,,,,19:45:00,17
,05/21/2019,Tuesday,,1,,20:15:00,
,05/21/2019,Tuesday,,3,,20:45:00,
,05/21/2019,Tuesday,,9,,21:15:00,
,05/22/2019,Wednesday,,1,,05:45:00,
,05/22/2019,Wednesday,,7,,06:15:00,
,05/22/2019,Wednesday,,4,,06:45:00,
,05/22/2019,Wednesday,,5,,07:15:00,
,05/22/2019,Wednesday,,3,,07:45:00,
,05/22/2019,Wednesday,,6,,08:15:00,5
,05/22/2019,Wednesday,,6,,08:45:00,5
,05/22/2019,Wednesday,,,,09:15:00,15
,05/22/2019,Wednesday,,,,09:45:00,15
,05/22/2019,Wednesday,,5,,10:15:00,
,05/22/2019,Wednesday,,7,,10:45:00,
,05/22/2019,Wednesday,,2,,11:15:00,
,05/22/2019,Wednesday,,2,,11:45:00,
,05/22/2019,Wednesday,,3,,12:15:00,
,05/22/2019,Wednesday,,7,,12:45:00,
,05/22/2019,Wednesday,,,,13:15:00,
,05/22/2019,Wednesday,,,,13:45:00,
,05/22/2019,Wednesday,,,,14:15:00,
,05/22/2019,Wednesday,,,,14:45:00,
,05/22/2019,Wednesday,,,,15:15:00,
,05/22/2019,Wednesday,,,,15:45:00,
,05/22/2019,Wednesday,15,,,16:15:00,
,05/22/2019,Wednesday,,,,16:45:00,
,05/22/2019,Wednesday,,,,17:15:00,
,05/22/2019,Wednesday,,,,17:45:00,
,05/22/2019,Wednesday,,,,18:15:00,
5,05/22/2019,Wednesday,,,,18:45:00,
8,05/22/2019,Wednesday,,,,19:15:00,
,05/22/2019,Wednesday,,,,19:45:00,
4,05/22/2019,Wednesday,,,,20:15:00,
,05/22/2019,Wednesday,,4,,20:45:00,
,05/22/2019,Wednesday,,4,,21:15:00,
,05/23/2019,Thursday,,,,05:45:00,
,05/23/2019,Thursday,,,,06:15:00,
,05/23/2019,Thursday,,,,06:45:00,
,05/23/2019,Thursday,,,,07:15:00,
,05/23/2019,Thursday,,,,07:45:00,
,05/23/2019,Thursday,,,,08:15:00,
,05/23/2019,Thursday,,2,,08:45:00,
,05/23/2019,Thursday,,,,09:15:00,11
,05/23/2019,Thursday,,,,09:45:00,11
,05/23/2019,Thursday,,,,10:15:00,18
,05/23/2019,Thursday,,,,10:45:00,16
,05/23/2019,Thursday,0,0,,11:15:00,
,05/23/2019,Thursday,,,,11:45:00,
,05/23/2019,Thursday,,1,,12:15:00,
,05/23/2019,Thursday,,,,12:45:00,
,05/23/2019,Thursday,,,,13:15:00,
,05/23/2019,Thursday,,,,13:45:00,
,05/23/2019,Thursday,,,,14:15:00,
,05/23/2019,Thursday,,,,14:45:00,
,05/23/2019,Thursday,,,,15:15:00,
,05/23/2019,Thursday,,,,15:45:00,
,05/23/2019,Thursday,,,,16:15:00,
,05/23/2019,Thursday,6,0,,16:45:00,
,05/23/2019,Thursday,,,,17:15:00,
,05/23/2019,Thursday,,3,,17:45:00,
,05/23/2019,Thursday,,10,,18:15:00,
,05/23/2019,Thursday,,,,18:45:00,
,05/23/2019,Thursday,,,,19:15:00,1
,05/23/2019,Thursday,,,,19:45:00,0
,05/23/2019,Thursday,,,,20:15:00,
,05/23/2019,Thursday,,2,,20:45:00,
,05/23/2019,Thursday,,2,,21:15:00,
,05/24/2019,Friday,,,,05:45:00,
,05/24/2019,Friday,,,,06:15:00,
,05/24/2019,Friday,,4,,06:45:00,
,05/24/2019,Friday,,4,,07:15:00,
,05/24/2019,Friday,,,,07:45:00,
,05/24/2019,Friday,,0,,08:15:00,1
,05/24/2019,Friday,,,,08:45:00,4
,05/24/2019,Friday,,,,09:15:00,14
,05/24/2019,Friday,,,,09:45:00,14
,05/24/2019,Friday,,6,,10:15:00,
,05/24/2019,Friday,,9,,10:45:00,
,05/24/2019,Friday,,2,,11:15:00,
,05/24/2019,Friday,,4,,11:45:00,2
,05/24/2019,Friday,,,,12:15:00,
,05/24/2019,Friday,,,,12:45:00,
,05/24/2019,Friday,,,,13:15:00,
,05/24/2019,Friday,,,,13:45:00,
,05/24/2019,Friday,,,,14:15:00,
,05/24/2019,Friday,,,,14:45:00,
,05/24/2019,Friday,,,,15:15:00,
,05/24/2019,Friday,,,,15:45:00,
,05/24/2019,Friday,3,0,,16:15:00,
,05/24/2019,Friday,5,0,,16:45:00,
,05/24/2019,Friday,6,0,,17:15:00,
,05/24/2019,Friday,9,1,,17:45:00,
,05/24/2019,Friday,,,,18:15:00,
6,05/24/2019,Friday,,,,18:45:00,
,05/24/2019,Friday,2,2,,19:15:00,
,05/24/2019,Friday,,,,19:45:00,
,05/24/2019,Friday,5,0,,20:15:00,
,05/24/2019,Friday,2,0,,20:45:00,
,05/24/2019,Friday,0,2,,21:15:00,
,05/25/2019,Saturday,,,,05:45:00,
,05/25/2019,Saturday,,,,06:15:00,
,05/25/2019,Saturday,,,,06:45:00,
,05/25/2019,Saturday,,,,07:15:00,
,05/25/2019,Saturday,,,,07:45:00,
,05/25/2019,Saturday,,2,,08:15:00,
,05/25/2019,Saturday,,,,08:45:00,
,05/25/2019,Saturday,,,,09:15:00,
,05/25/2019,Saturday,,1,,09:45:00,
,05/25/2019,Saturday,,5,,10:15:00,
,05/25/2019,Saturday,,,,10:45:00,
,05/25/2019,Saturday,,7,,11:15:00,
,05/25/2019,Saturday,,,,11:45:00,
,05/25/2019,Saturday,,,,12:15:00,
,05/25/2019,Saturday,,,,12:45:00,
,05/25/2019,Saturday,,2,,13:15:00,
,05/25/2019,Saturday,,2,,13:45:00,
,05/25/2019,Saturday,,2,,14:15:00,
,05/25/2019,Saturday,,,,14:45:00,
,05/25/2019,Saturday,,2,,15:15:00,
,05/25/2019,Saturday,,5,,15:45:00,
,05/25/2019,Saturday,12,,,16:15:00,
,05/25/2019,Saturday,22,0,,16:45:00,
,05/25/2019,Saturday,30,0,,17:15:00,
,05/25/2019,Saturday,11,,,17:45:00,
,05/25/2019,Saturday,,,,18:15:00,
,05/25/2019,Saturday,,,,18:45:00,
,05/25/2019,Saturday,,,,19:15:00,
,05/25/2019,Saturday,,,,19:45:00,
,05/25/2019,Saturday,,,,20:15:00,
,05/25/2019,Saturday,,,,20:45:00,
,05/25/2019,Saturday,,,,21:15:00,
,05/26/2019,Sunday,,,,05:45:00,
,05/26/2019,Sunday,,,,06:15:00,
,05/26/2019,Sunday,,,,06:45:00,
,05/26/2019,Sunday,,,,07:15:00,
,05/26/2019,Sunday,,2,,07:45:00,
2,05/26/2019,Sunday,,,,08:15:00,
1,05/26/2019,Sunday,,,,08:45:00,
,05/26/2019,Sunday,,,,09:15:00,
2,05/26/2019,Sunday,,,,09:45:00,
3,05/26/2019,Sunday,,,,10:15:00,
,05/26/2019,Sunday,,,0,10:45:00,
25,05/26/2019,Sunday,,,,11:15:00,
,05/26/2019,Sunday,,,,11:45:00,
14,05/26/2019,Sunday,,,,12:15:00,
14,05/26/2019,Sunday,,,,12:45:00,
,05/26/2019,Sunday,,5,,13:15:00,
,05/26/2019,Sunday,,3,,13:45:00,
,05/26/2019,Sunday,,3,,14:15:00,
,05/26/2019,Sunday,,5,,14:45:00,
,05/26/2019,Sunday,,16,,15:15:00,
,05/26/2019,Sunday,,11,,15:45:00,
,05/26/2019,Sunday,11,0,,16:15:00,
,05/26/2019,Sunday,22,,,16:45:00,
,05/26/2019,Sunday,24,0,,17:15:00,
,05/26/2019,Sunday,23,0,,17:45:00,
,05/26/2019,Sunday,,,,18:15:00,
,05/26/2019,Sunday,,,,18:45:00,
,05/26/2019,Sunday,,,,19:15:00,
,05/26/2019,Sunday,,,,19:45:00,
,05/26/2019,Sunday,,,,20:15:00,
,05/26/2019,Sunday,,,,20:45:00,
,05/26/2019,Sunday,,,,21:15:00,
,05/27/2019,Monday,,,,05:45:00,
,05/27/2019,Monday,,,,06:15:00,
,05/27/2019,Monday,,,,06:45:00,
,05/27/2019,Monday,,1,,07:15:00,
,05/27/2019,Monday,,1,,07:45:00,
,05/27/2019,Monday,,5,,08:15:00,8
,05/27/2019,Monday,,5,,08:45:00,8
,05/27/2019,Monday,,,,09:15:00,18
,05/27/2019,Monday,,,,09:45:00,18
,05/27/2019,Monday,,9,,10:15:00,
,05/27/2019,Monday,,19,,10:45:00,
19,05/27/2019,Monday,,,,11:15:00,
19,05/27/2019,Monday,,,,11:45:00,
,05/27/2019,Monday,,,,12:15:00,12
,05/27/2019,Monday,,,,12:45:00,12
,05/27/2019,Monday,,,,13:15:00,
,05/27/2019,Monday,,,,13:45:00,
,05/27/2019,Monday,,,,14:15:00,
,05/27/2019,Monday,,,,14:45:00,
,05/27/2019,Monday,,,,15:15:00,
,05/27/2019,Monday,,,,15:45:00,
,05/27/2019,Monday,,,,16:15:00,
19,05/27/2019,Monday,,,,16:45:00,
,05/27/2019,Monday,24,19,,17:15:00,
,05/27/2019,Monday,26,13,,17:45:00,
,05/27/2019,Monday,42,,,18:15:00,
,05/27/2019,Monday,46,,,18:45:00,
,05/27/2019,Monday,42,,,19:15:00,
,05/27/2019,Monday,,,,19:45:00,
,05/27/2019,Monday,,,,20:15:00,
,05/27/2019,Monday,,,,20:45:00,
,05/27/2019,Monday,,,,21:15:00,
,05/28/2019,Tuesday,,,,05:45:00,
,05/28/2019,Tuesday,,,,06:15:00,
,05/28/2019,Tuesday,,,,06:45:00,
,05/28/2019,Tuesday,,,,07:15:00,
,05/28/2019,Tuesday,,,,07:45:00,
,05/28/2019,Tuesday,,3,,08:15:00,
,05/28/2019,Tuesday,,4,,08:45:00,
,05/28/2019,Tuesday,,,,09:15:00,8
,05/28/2019,Tuesday,,,,09:45:00,8
,05/28/2019,Tuesday,,,,10:15:00,15
,05/28/2019,Tuesday,,,,10:45:00,15
,05/28/2019,Tuesday,,2,,11:15:00,
,05/28/2019,Tuesday,,1,,11:45:00,
,05/28/2019,Tuesday,,,,12:15:00,
,05/28/2019,Tuesday,,4,,12:45:00,
,05/28/2019,Tuesday,,,,13:15:00,
,05/28/2019,Tuesday,,,,13:45:00,
,05/28/2019,Tuesday,,,,14:15:00,
,05/28/2019,Tuesday,,,,14:45:00,
,05/28/2019,Tuesday,,,,15:15:00,
,05/28/2019,Tuesday,,,,15:45:00,
,05/28/2019,Tuesday,,2,,16:15:00,
,05/28/2019,Tuesday,,,,16:45:00,
,05/28/2019,Tuesday,,2,,17:15:00,
8,05/28/2019,Tuesday,,,,17:45:00,
1,05/28/2019,Tuesday,,,,18:15:00,
2,05/28/2019,Tuesday,,,,18:45:00,
,05/28/2019,Tuesday,,,,19:15:00,9
,05/28/2019,Tuesday,,,,19:45:00,9
,05/28/2019,Tuesday,,3,,20:15:00,
,05/28/2019,Tuesday,,3,,20:45:00,
,05/28/2019,Tuesday,,4,,21:15:00,
,05/29/2019,Wednesday,,2,,05:45:00,
,05/29/2019,Wednesday,,2,,06:15:00,
,05/29/2019,Wednesday,,2,,06:45:00,
,05/29/2019,Wednesday,,2,,07:15:00,
,05/29/2019,Wednesday,,0,,07:45:00,
,05/29/2019,Wednesday,,1,,08:15:00,3
,05/29/2019,Wednesday,,3,,08:45:00,3
,05/29/2019,Wednesday,,,,09:15:00,10
,05/29/2019,Wednesday,,,,09:45:00,10
,05/29/2019,Wednesday,,2,,10:15:00,
,05/29/2019,Wednesday,,,,10:45:00,
,05/29/2019,Wednesday,,1,,11:15:00,
,05/29/2019,Wednesday,,,,11:45:00,
,05/29/2019,Wednesday,,3,,12:15:00,
,05/29/2019,Wednesday,,,,12:45:00,
,05/29/2019,Wednesday,,,,13:15:00,
,05/29/2019,Wednesday,,,,13:45:00,
,05/29/2019,Wednesday,,,,14:15:00,
,05/29/2019,Wednesday,,,,14:45:00,
,05/29/2019,Wednesday,,,,15:15:00,
,05/29/2019,Wednesday,,,,15:45:00,
,05/29/2019,Wednesday,,,,16:15:00,
,05/29/2019,Wednesday,,6,,16:45:00,
,05/29/2019,Wednesday,7,0,,17:15:00,
,05/29/2019,Wednesday,3,2,,17:45:00,
,05/29/2019,Wednesday,,3,,18:15:00,
,05/29/2019,Wednesday,,4,,18:45:00,
,05/29/2019,Wednesday,,6,,19:15:00,
,05/29/2019,Wednesday,,5,,19:45:00,
,05/29/2019,Wednesday,,3,,20:15:00,
,05/29/2019,Wednesday,,3,,20:45:00,
,05/29/2019,Wednesday,,1,,21:15:00,
,05/30/2019,Thursday,,,,05:45:00,
,05/30/2019,Thursday,,,,06:15:00,
,05/30/2019,Thursday,,,,06:45:00,
,05/30/2019,Thursday,,,,07:15:00,
,05/30/2019,Thursday,,,,07:45:00,
,05/30/2019,Thursday,,2,,08:15:00,
,05/30/2019,Thursday,,2,,08:45:00,
,05/30/2019,Thursday,,,,09:15:00,11
,05/30/2019,Thursday,,,,09:45:00,11
,05/30/2019,Thursday,,,,10:15:00,15
,05/30/2019,Thursday,,,,10:45:00,12
,05/30/2019,Thursday,,3,,11:15:00,
,05/30/2019,Thursday,,1,,11:45:00,
,05/30/2019,Thursday,,,,12:15:00,
,05/30/2019,Thursday,,4,,12:45:00,
,05/30/2019,Thursday,,,,13:15:00,
,05/30/2019,Thursday,,,,13:45:00,
,05/30/2019,Thursday,,,,14:15:00,
,05/30/2019,Thursday,,,,14:45:00,
,05/30/2019,Thursday,,,,15:15:00,
,05/30/2019,Thursday,,,,15:45:00,
,05/30/2019,Thursday,,,,16:15:00,
,05/30/2019,Thursday,,,,16:45:00,
,05/30/2019,Thursday,,,,17:15:00,
0,05/30/2019,Thursday,,,,17:45:00,
4,05/30/2019,Thursday,,,,18:15:00,
3,05/30/2019,Thursday,,,,18:45:00,
,05/30/2019,Thursday,,,,19:15:00,4
,05/30/2019,Thursday,,,,19:45:00,4
,05/30/2019,Thursday,,3,,20:15:00,
,05/30/2019,Thursday,,1,,20:45:00,
,05/30/2019,Thursday,,1,,21:15:00,
,05/31/2019,Friday,,,,05:45:00,
,05/31/2019,Friday,,,,06:15:00,
,05/31/2019,Friday,,2,,06:45:00,
,05/31/2019,Friday,,5,,07:15:00,
,05/31/2019,Friday,,,,07:45:00,
,05/31/2019,Friday,,,,08:15:00,
,05/31/2019,Friday,,1,,08:45:00,2
,05/31/2019,Friday,,,,09:15:00,15
,05/31/2019,Friday,,,,09:45:00,15
,05/31/2019,Friday,,2,,10:15:00,
,05/31/2019,Friday,,4,,10:45:00,
,05/31/2019,Friday,,4,,11:15:00,
,05/31/2019,Friday,,6,,11:45:00,
,05/31/2019,Friday,,2,,12:15:00,
,05/31/2019,Friday,,,,12:45:00,
,05/31/2019,Friday,,,,13:15:00,
,05/31/2019,Friday,,,,13:45:00,
,05/31/2019,Friday,,,,14:15:00,
,05/31/2019,Friday,,,,14:45:00,
,05/31/2019,Friday,,,,15:15:00,
,05/31/2019,Friday,,,,15:45:00,
,05/31/2019,Friday,10,,,16:15:00,
,05/31/2019,Friday,16,,,16:45:00,
,05/31/2019,Friday,,9,,17:15:00,
,05/31/2019,Friday,,2,,17:45:00,
2,05/31/2019,Friday,,,,18:15:00,
4,05/31/2019,Friday,,,,18:45:00,
,05/31/2019,Friday,,,,19:15:00,
,05/31/2019,Friday,2,1,,19:45:00,
,05/31/2019,Friday,2,1,,20:15:00,
,05/31/2019,Friday,,,,20:45:00,
,05/31/2019,Friday,2,0,,21:15:00,
,06/01/2019,Saturday,,,,05:45:00,
,06/01/2019,Saturday,,,,06:15:00,
,06/01/2019,Saturday,,,,06:45:00,
,06/01/2019,Saturday,,,,07:15:00,
,06/01/2019,Saturday,,4,,07:45:00,
,06/01/2019,Saturday,,,,08:15:00,
20,06/01/2019,Saturday,,,,08:45:00,
,06/01/2019,Saturday,,,,09:15:00,
,06/01/2019,Saturday,,,,09:45:00,
22,06/01/2019,Saturday,,,,10:15:00,
19,06/01/2019,Saturday,,,,10:45:00,
3,06/01/2019,Saturday,,,,11:15:00,
17,06/01/2019,Saturday,,,,11:45:00,
,06/01/2019,Saturday,,,,12:15:00,
,06/01/2019,Saturday,,,,12:45:00,
,06/01/2019,Saturday,,,,13:15:00,
,06/01/2019,Saturday,,,,13:45:00,
,06/01/2019,Saturday,,,,14:15:00,
4,06/01/2019,Saturday,,,,14:45:00,
,06/01/2019,Saturday,,3,,15:15:00,
,06/01/2019,Saturday,,5,,15:45:00,
,06/01/2019,Saturday,15,,,16:15:00,
,06/01/2019,Saturday,16,,,16:45:00,
,06/01/2019,Saturday,9,,,17:15:00,
,06/01/2019,Saturday,11,0,,17:45:00,
,06/01/2019,Saturday,,,,18:15:00,
,06/01/2019,Saturday,,,,18:45:00,
,06/01/2019,Saturday,,,,19:15:00,
,06/01/2019,Saturday,,,,19:45:00,
,06/01/2019,Saturday,,,,20:15:00,
,06/01/2019,Saturday,,,,20:45:00,
,06/01/2019,Saturday,,,,21:15:00,
,06/02/2019,Sunday,,,,05:45:00,
,06/02/2019,Sunday,,,,06:15:00,
,06/02/2019,Sunday,,,,06:45:00,
,06/02/2019,Sunday,,,,07:15:00,
,06/02/2019,Sunday,,3,,07:45:00,
15,06/02/2019,Sunday,,,,08:15:00,
17,06/02/2019,Sunday,,,,08:45:00,
12,06/02/2019,Sunday,,,,09:15:00,
16,06/02/2019,Sunday,,,,09:45:00,
17,06/02/2019,Sunday,,,,10:15:00,
17,06/02/2019,Sunday,,,,10:45:00,
11,06/02/2019,Sunday,,,,11:15:00,
,06/02/2019,Sunday,,,,11:45:00,
,06/02/2019,Sunday,,,,12:15:00,
18,06/02/2019,Sunday,,,,12:45:00,
,06/02/2019,Sunday,,,,13:15:00,
,06/02/2019,Sunday,,,,13:45:00,
4,06/02/2019,Sunday,,,,14:15:00,
5,06/02/2019,Sunday,,,,14:45:00,
