Aquatic Programs Count,day,Day of Week,Family Swim Count,Lap Swim Count,Outage Count,tally_Time,Water Excercise Count
,03/03/2020,Tuesday,,,,05:45:00,
,03/03/2020,Tuesday,,,,06:15:00,
,03/03/2020,Tuesday,,,,06:45:00,
,03/03/2020,Tuesday,,,,07:15:00,
,03/03/2020,Tuesday,,,,07:45:00,
,03/03/2020,Tuesday,,,,08:15:00,
,03/03/2020,Tuesday,,,,08:45:00,
,03/03/2020,Tuesday,,,,09:15:00,
,03/03/2020,Tuesday,,,,09:45:00,
,03/03/2020,Tuesday,,,,10:15:00,
,03/03/2020,Tuesday,,,,10:45:00,
,03/03/2020,Tuesday,,,,11:15:00,
,03/03/2020,Tuesday,,,,11:45:00,
,03/03/2020,Tuesday,,,,12:15:00,
,03/03/2020,Tuesday,,,,12:45:00,
,03/03/2020,Tuesday,,,,13:15:00,
,03/03/2020,Tuesday,,,,13:45:00,
,03/03/2020,Tuesday,,,,14:15:00,
,03/03/2020,Tuesday,,,,14:45:00,
,03/03/2020,Tuesday,,,,15:15:00,
,03/03/2020,Tuesday,,,,15:45:00,
,03/03/2020,Tuesday,,,,16:15:00,
,03/03/2020,Tuesday,,,,16:45:00,
,03/03/2020,Tuesday,,,,17:15:00,
,03/03/2020,Tuesday,,,,17:45:00,
,03/03/2020,Tuesday,,,,18:15:00,
,03/03/2020,Tuesday,,,,18:45:00,
,03/03/2020,Tuesday,,,,19:15:00,
,03/03/2020,Tuesday,,,,19:45:00,
,03/03/2020,Tuesday,,,,20:15:00,
,03/03/2020,Tuesday,,,,20:45:00,
,03/03/2020,Tuesday,,,,21:15:00,
,03/04/2020,Wednesday,,,,05:45:00,
,03/04/2020,Wednesday,,,,06:15:00,
,03/04/2020,Wednesday,,,,06:45:00,
,03/04/2020,Wednesday,,,,07:15:00,
,03/04/2020,Wednesday,,,,07:45:00,
,03/04/2020,Wednesday,,,,08:15:00,
,03/04/2020,Wednesday,,,,08:45:00,
,03/04/2020,Wednesday,,,,09:15:00,
,03/04/2020,Wednesday,,,,09:45:00,
,03/04/2020,Wednesday,,,,10:15:00,
,03/04/2020,Wednesday,,,,10:45:00,
,03/04/2020,Wednesday,,,,11:15:00,
,03/04/2020,Wednesday,,,,11:45:00,
,03/04/2020,Wednesday,,,,12:15:00,
,03/04/2020,Wednesday,,,,12:45:00,
,03/04/2020,Wednesday,,,,13:15:00,
,03/04/2020,Wednesday,,,,13:45:00,
,03/04/2020,Wednesday,,,,14:15:00,
,03/04/2020,Wednesday,,,,14:45:00,
,03/04/2020,Wednesday,,,,15:15:00,
,03/04/2020,Wednesday,,,,15:45:00,
,03/04/2020,Wednesday,,,,16:15:00,
,03/04/2020,Wednesday,,,,16:45:00,
,03/04/2020,Wednesday,,,,17:15:00,
,03/04/2020,Wednesday,,,,17:45:00,
,03/04/2020,Wednesday,,,,18:15:00,
,03/04/2020,Wednesday,,,,18:45:00,
,03/04/2020,Wednesday,,,,19:15:00,
,03/04/2020,Wednesday,,,,19:45:00,
,03/04/2020,Wednesday,,,,20:15:00,
,03/04/2020,Wednesday,,,,20:45:00,
,03/04/2020,Wednesday,,,,21:15:00,
,01/08/2019,Tuesday,,1,,05:45:00,
,01/08/2019,Tuesday,,5,,06:15:00,
,01/08/2019,Tuesday,,7,,06:45:00,
,01/08/2019,Tuesday,,9,,07:15:00,
,01/08/2019,Tuesday,,7,,07:45:00,
,01/08/2019,Tuesday,,3,,08:15:00,
,01/08/2019,Tuesday,,5,,08:45:00,
,01/08/2019,Tuesday,,,,09:15:00,4
,01/08/2019,Tuesday,,,,09:45:00,4
,01/08/2019,Tuesday,,,,10:15:00,4
,01/08/2019,Tuesday,,,,10:45:00,5
,01/08/2019,Tuesday,,2,,11:15:00,
,01/08/2019,Tuesday,,1,,11:45:00,
,01/08/2019,Tuesday,,3,,12:15:00,
,01/08/2019,Tuesday,,3,,12:45:00,
,01/08/2019,Tuesday,,5,,13:15:00,
,01/08/2019,Tuesday,,0,,13:45:00,
,01/08/2019,Tuesday,,6,,14:15:00,
,01/08/2019,Tuesday,,2,,14:45:00,
,01/08/2019,Tuesday,,5,,15:15:00,5
,01/08/2019,Tuesday,,5,,15:45:00,0
,01/08/2019,Tuesday,0,6,,16:15:00,
,01/08/2019,Tuesday,7,2,,16:45:00,
,01/08/2019,Tuesday,2,2,,17:15:00,
1,01/08/2019,Tuesday,,,,17:45:00,
7,01/08/2019,Tuesday,,,,18:15:00,
,01/08/2019,Tuesday,,,,18:45:00,
,01/08/2019,Tuesday,,,,19:15:00,
,01/08/2019,Tuesday,,,,19:45:00,6
6,01/08/2019,Tuesday,,,,20:15:00,
,01/08/2019,Tuesday,,,,20:45:00,
,01/08/2019,Tuesday,,,,21:15:00,
,01/09/2019,Wednesday,,0,,05:45:00,
,01/09/2019,Wednesday,,2,,06:15:00,
,01/09/2019,Wednesday,,1,,06:45:00,
,01/09/2019,Wednesday,,0,,07:15:00,
,01/09/2019,Wednesday,,2,,07:45:00,
,01/09/2019,Wednesday,,2,,08:15:00,0
,01/09/2019,Wednesday,,,,08:45:00,
,01/09/2019,Wednesday,,,,09:15:00,16
,01/09/2019,Wednesday,,,,09:45:00,16
,01/09/2019,Wednesday,,1,,10:15:00,
,01/09/2019,Wednesday,,5,,10:45:00,
,01/09/2019,Wednesday,,3,,11:15:00,
,01/09/2019,Wednesday,,,,11:45:00,
,01/09/2019,Wednesday,,4,,12:15:00,
,01/09/2019,Wednesday,,11,,12:45:00,
,01/09/2019,Wednesday,,14,,13:15:00,12
,01/09/2019,Wednesday,,15,,13:45:00,13
,01/09/2019,Wednesday,,16,,14:15:00,
,01/09/2019,Wednesday,,17,,14:45:00,
18,01/09/2019,Wednesday,,,,15:15:00,
19,01/09/2019,Wednesday,,,,15:45:00,
4,01/09/2019,Wednesday,,,,16:15:00,
6,01/09/2019,Wednesday,,,,16:45:00,
20,01/09/2019,Wednesday,,21,,17:15:00,
22,01/09/2019,Wednesday,,23,,17:45:00,
24,01/09/2019,Wednesday,,,,18:15:00,
3,01/09/2019,Wednesday,,,,18:45:00,
4,01/09/2019,Wednesday,,,,19:15:00,
,01/09/2019,Wednesday,,,,19:45:00,
,01/09/2019,Wednesday,,,,20:15:00,
,01/09/2019,Wednesday,,3,,20:45:00,
,01/09/2019,Wednesday,,2,,21:15:00,
,01/10/2019,Thursday,,5,,05:45:00,
,01/10/2019,Thursday,,6,,06:15:00,
,01/10/2019,Thursday,,0,,06:45:00,
,01/10/2019,Thursday,,12,,07:15:00,
,01/10/2019,Thursday,,1,,07:45:00,
,01/10/2019,Thursday,,3,,08:15:00,
,01/10/2019,Thursday,,5,,08:45:00,
,01/10/2019,Thursday,,,,09:15:00,11
,01/10/2019,Thursday,,,,09:45:00,12
,01/10/2019,Thursday,,,,10:15:00,17
,01/10/2019,Thursday,,,,10:45:00,14
,01/10/2019,Thursday,,0,,11:15:00,
,01/10/2019,Thursday,,1,,11:45:00,
0,01/10/2019,Thursday,,2,,12:15:00,
,01/10/2019,Thursday,,,,12:45:00,
,01/10/2019,Thursday,,,,13:15:00,
,01/10/2019,Thursday,,,,13:45:00,
,01/10/2019,Thursday,,,,14:15:00,
,01/10/2019,Thursday,,,,14:45:00,
,01/10/2019,Thursday,,,,15:15:00,
,01/10/2019,Thursday,,,,15:45:00,
,01/10/2019,Thursday,,,,16:15:00,
,01/10/2019,Thursday,14,,,16:45:00,
,01/10/2019,Thursday,,,,17:15:00,
,01/10/2019,Thursday,,,,17:45:00,
,01/10/2019,Thursday,,,,18:15:00,
3,01/10/2019,Thursday,,,,18:45:00,
,01/10/2019,Thursday,,,,19:15:00,
,01/10/2019,Thursday,,,,19:45:00,
,01/10/2019,Thursday,,,,20:15:00,
,01/10/2019,Thursday,,,,20:45:00,
,01/10/2019,Thursday,,,,21:15:00,
,01/11/2019,Friday,,3,,05:45:00,
,01/11/2019,Friday,,5,,06:15:00,
,01/11/2019,Friday,,,,06:45:00,
,01/11/2019,Friday,,,,07:15:00,
,01/11/2019,Friday,,3,,07:45:00,
,01/11/2019,Friday,,1,,08:15:00,
,01/11/2019,Friday,,2,,08:45:00,
,01/11/2019,Friday,,,,09:15:00,
,01/11/2019,Friday,,,,09:45:00,
,01/11/2019,Friday,,,,10:15:00,
,01/11/2019,Friday,,5,,10:45:00,
,01/11/2019,Friday,,5,,11:15:00,
,01/11/2019,Friday,,4,,11:45:00,
,01/11/2019,Friday,,1,,12:15:00,
,01/11/2019,Friday,,,,12:45:00,
,01/11/2019,Friday,,,,13:15:00,
,01/11/2019,Friday,,,,13:45:00,
,01/11/2019,Friday,,,,14:15:00,
,01/11/2019,Friday,,,,14:45:00,
,01/11/2019,Friday,,,,15:15:00,
,01/11/2019,Friday,,,,15:45:00,
,01/11/2019,Friday,14,,,16:15:00,
,01/11/2019,Friday,23,,,16:45:00,
,01/11/2019,Friday,,6,,17:15:00,
,01/11/2019,Friday,,,,17:45:00,
,01/11/2019,Friday,,,,18:15:00,
,01/11/2019,Friday,,,,18:45:00,
,01/11/2019,Friday,,0,,19:15:00,
,01/11/2019,Friday,,,,19:45:00,
,01/11/2019,Friday,,,,20:15:00,
,01/11/2019,Friday,,1,,20:45:00,
,01/11/2019,Friday,,2,,21:15:00,
,01/13/2019,Sunday,,,,05:45:00,
,01/13/2019,Sunday,,,,06:15:00,
,01/13/2019,Sunday,,,,06:45:00,
,01/13/2019,Sunday,,,,07:15:00,
,01/13/2019,Sunday,,5,,07:45:00,
,01/13/2019,Sunday,,2,,08:15:00,
,01/13/2019,Sunday,,2,,08:45:00,
,01/13/2019,Sunday,,,,09:15:00,
,01/13/2019,Sunday,,5,,09:45:00,
,01/13/2019,Sunday,,,,10:15:00,
,01/13/2019,Sunday,,13,,10:45:00,
,01/13/2019,Sunday,,12,,11:15:00,
,01/13/2019,Sunday,,24,,11:45:00,
,01/13/2019,Sunday,,19,,12:15:00,
,01/13/2019,Sunday,,13,,12:45:00,
,01/13/2019,Sunday,,16,,13:15:00,
,01/13/2019,Sunday,,44,,13:45:00,
,01/13/2019,Sunday,,53,,14:15:00,
,01/13/2019,Sunday,,67,,14:45:00,
,01/13/2019,Sunday,,72,,15:15:00,
,01/13/2019,Sunday,,69,,15:45:00,
,01/13/2019,Sunday,14,39,,16:15:00,
,01/13/2019,Sunday,15,39,,16:45:00,
,01/13/2019,Sunday,48,10,,17:15:00,
,01/13/2019,Sunday,,62,,17:45:00,
,01/13/2019,Sunday,,,,18:15:00,
,01/13/2019,Sunday,36,,,18:45:00,
,01/13/2019,Sunday,,,,19:15:00,
,01/13/2019,Sunday,,,,19:45:00,
,01/13/2019,Sunday,,,,20:15:00,
,01/13/2019,Sunday,,,,20:45:00,
,01/13/2019,Sunday,,,,21:15:00,
,01/14/2019,Monday,,3,,05:45:00,
,01/14/2019,Monday,,3,,06:15:00,
,01/14/2019,Monday,,4,,06:45:00,
,01/14/2019,Monday,,3,,07:15:00,
,01/14/2019,Monday,,2,,07:45:00,
,01/14/2019,Monday,,2,,08:15:00,5
,01/14/2019,Monday,,3,,08:45:00,5
,01/14/2019,Monday,,,,09:15:00,18
,01/14/2019,Monday,,,,09:45:00,18
,01/14/2019,Monday,,9,,10:15:00,
,01/14/2019,Monday,,4,,10:45:00,
3,01/14/2019,Monday,,,,11:15:00,
,01/14/2019,Monday,,,,11:45:00,
,01/14/2019,Monday,,,,12:15:00,
,01/14/2019,Monday,,,,12:45:00,
,01/14/2019,Monday,,,,13:15:00,
,01/14/2019,Monday,,,,13:45:00,
,01/14/2019,Monday,,,,14:15:00,
,01/14/2019,Monday,,,,14:45:00,
,01/14/2019,Monday,,,,15:15:00,
,01/14/2019,Monday,,,,15:45:00,
,01/14/2019,Monday,,,,16:15:00,
4,01/14/2019,Monday,,,,16:45:00,
,01/14/2019,Monday,,,,17:15:00,
10,01/14/2019,Monday,,,,17:45:00,
6,01/14/2019,Monday,,,,18:15:00,
,01/14/2019,Monday,,,,18:45:00,
,01/14/2019,Monday,,,,19:15:00,
,01/14/2019,Monday,,,,19:45:00,
,01/14/2019,Monday,,,,20:15:00,
,01/14/2019,Monday,,,,20:45:00,
,01/14/2019,Monday,,,,21:15:00,
,01/15/2019,Tuesday,,,,05:45:00,
,01/15/2019,Tuesday,,,,06:15:00,
,01/15/2019,Tuesday,,,,06:45:00,
,01/15/2019,Tuesday,,,,07:15:00,
,01/15/2019,Tuesday,,,,07:45:00,
,01/15/2019,Tuesday,,3,,08:15:00,
,01/15/2019,Tuesday,,4,,08:45:00,
,01/15/2019,Tuesday,,,,09:15:00,
,01/15/2019,Tuesday,,,,09:45:00,
,01/15/2019,Tuesday,,,,10:15:00,
6,01/15/2019,Tuesday,,,,10:45:00,
,01/15/2019,Tuesday,,2,,11:15:00,
,01/15/2019,Tuesday,,1,,11:45:00,
,01/15/2019,Tuesday,,5,,12:15:00,
,01/15/2019,Tuesday,,2,,12:45:00,
,01/15/2019,Tuesday,,,,13:15:00,
,01/15/2019,Tuesday,,,,13:45:00,
,01/15/2019,Tuesday,,,,14:15:00,
,01/15/2019,Tuesday,,,,14:45:00,
,01/15/2019,Tuesday,,,,15:15:00,
,01/15/2019,Tuesday,,,,15:45:00,
,01/15/2019,Tuesday,,8,,16:15:00,
,01/15/2019,Tuesday,,11,,16:45:00,
,01/15/2019,Tuesday,,4,,17:15:00,
,01/15/2019,Tuesday,,,,17:45:00,
,01/15/2019,Tuesday,,1,,18:15:00,
,01/15/2019,Tuesday,,4,,18:45:00,
,01/15/2019,Tuesday,,,,19:15:00,
,01/15/2019,Tuesday,,,,19:45:00,
,01/15/2019,Tuesday,,4,,20:15:00,
,01/15/2019,Tuesday,,,,20:45:00,
,01/15/2019,Tuesday,,,,21:15:00,
,01/16/2019,Wednesday,,5,,05:45:00,
,01/16/2019,Wednesday,,7,,06:15:00,
,01/16/2019,Wednesday,,4,,06:45:00,
,01/16/2019,Wednesday,,3,,07:15:00,
,01/16/2019,Wednesday,,3,,07:45:00,
,01/16/2019,Wednesday,,2,,08:15:00,
,01/16/2019,Wednesday,,1,,08:45:00,1
,01/16/2019,Wednesday,,,,09:15:00,18
,01/16/2019,Wednesday,,,,09:45:00,18
,01/16/2019,Wednesday,,3,,10:15:00,
,01/16/2019,Wednesday,,1,,10:45:00,
,01/16/2019,Wednesday,,7,,11:15:00,
,01/16/2019,Wednesday,,9,,11:45:00,
,01/16/2019,Wednesday,,7,,12:15:00,
,01/16/2019,Wednesday,,8,,12:45:00,
,01/16/2019,Wednesday,,,,13:15:00,
,01/16/2019,Wednesday,,,,13:45:00,
,01/16/2019,Wednesday,,,,14:15:00,
,01/16/2019,Wednesday,,,,14:45:00,
,01/16/2019,Wednesday,,,,15:15:00,
,01/16/2019,Wednesday,,,,15:45:00,
,01/16/2019,Wednesday,,,,16:15:00,
,01/16/2019,Wednesday,,,,16:45:00,
,01/16/2019,Wednesday,,,,17:15:00,
,01/16/2019,Wednesday,,,,17:45:00,
,01/16/2019,Wednesday,,,,18:15:00,
,01/16/2019,Wednesday,,,,18:45:00,
,01/16/2019,Wednesday,,,,19:15:00,
,01/16/2019,Wednesday,,,,19:45:00,
,01/16/2019,Wednesday,,,,20:15:00,
,01/16/2019,Wednesday,,,,20:45:00,
,01/16/2019,Wednesday,,,,21:15:00,
,01/17/2019,Thursday,,,0,05:45:00,
,01/17/2019,Thursday,,,0,06:15:00,
,01/17/2019,Thursday,,,0,06:45:00,
,01/17/2019,Thursday,,,0,07:15:00,
,01/17/2019,Thursday,,,0,07:45:00,
,01/17/2019,Thursday,,,0,08:15:00,
,01/17/2019,Thursday,,2,,08:45:00,
,01/17/2019,Thursday,,,,09:15:00,6
,01/17/2019,Thursday,,,,09:45:00,6
,01/17/2019,Thursday,,,,10:15:00,12
,01/17/2019,Thursday,,,,10:45:00,12
,01/17/2019,Thursday,,2,,11:15:00,
,01/17/2019,Thursday,,2,,11:45:00,
,01/17/2019,Thursday,,3,,12:15:00,
,01/17/2019,Thursday,,4,,12:45:00,
,01/17/2019,Thursday,,,,13:15:00,
,01/17/2019,Thursday,,,,13:45:00,
,01/17/2019,Thursday,,,,14:15:00,
,01/17/2019,Thursday,,,,14:45:00,
,01/17/2019,Thursday,,,,15:15:00,
,01/17/2019,Thursday,,,,15:45:00,
,01/17/2019,Thursday,,,,16:15:00,
6,01/17/2019,Thursday,,0,,16:45:00,
,01/17/2019,Thursday,,,,17:15:00,
,01/17/2019,Thursday,,,,17:45:00,
,01/17/2019,Thursday,,,,18:15:00,
1,01/17/2019,Thursday,,,,18:45:00,
,01/17/2019,Thursday,,,,19:15:00,
,01/17/2019,Thursday,,,,19:45:00,6
,01/17/2019,Thursday,,,,20:15:00,
,01/17/2019,Thursday,,,,20:45:00,
,01/17/2019,Thursday,,3,,21:15:00,
,01/18/2019,Friday,,3,,05:45:00,
,01/18/2019,Friday,,4,,06:15:00,
,01/18/2019,Friday,,3,,06:45:00,
,01/18/2019,Friday,,2,,07:15:00,
,01/18/2019,Friday,,2,,07:45:00,
,01/18/2019,Friday,,2,,08:15:00,0
,01/18/2019,Friday,,1,,08:45:00,1
13,01/18/2019,Friday,,,,09:15:00,
13,01/18/2019,Friday,,,,09:45:00,
,01/18/2019,Friday,,4,,10:15:00,
,01/18/2019,Friday,,5,,10:45:00,
,01/18/2019,Friday,,0,,11:15:00,
,01/18/2019,Friday,,4,,11:45:00,
,01/18/2019,Friday,,8,,12:15:00,
,01/18/2019,Friday,,2,,12:45:00,
,01/18/2019,Friday,,,,13:15:00,
,01/18/2019,Friday,,,,13:45:00,
,01/18/2019,Friday,,,,14:15:00,
,01/18/2019,Friday,,,,14:45:00,
,01/18/2019,Friday,,,,15:15:00,
,01/18/2019,Friday,,,,15:45:00,
,01/18/2019,Friday,3,2,,16:15:00,
,01/18/2019,Friday,,,,16:45:00,
,01/18/2019,Friday,,15,,17:15:00,
,01/18/2019,Friday,,,,17:45:00,
4,01/18/2019,Friday,,,,18:15:00,
2,01/18/2019,Friday,,,,18:45:00,
,01/18/2019,Friday,,,,19:15:00,
5,01/18/2019,Friday,,1,,19:45:00,
5,01/18/2019,Friday,,2,,20:15:00,
,01/18/2019,Friday,,,,20:45:00,
,01/18/2019,Friday,,4,,21:15:00,
,01/20/2019,Sunday,,,,05:45:00,
,01/20/2019,Sunday,,,,06:15:00,
,01/20/2019,Sunday,,,,06:45:00,
,01/20/2019,Sunday,,,,07:15:00,
,01/20/2019,Sunday,,1,,07:45:00,
3,01/20/2019,Sunday,,,,08:15:00,
3,01/20/2019,Sunday,,,,08:45:00,
3,01/20/2019,Sunday,,,,09:15:00,
2,01/20/2019,Sunday,,,,09:45:00,
8,01/20/2019,Sunday,,,,10:15:00,
22,01/20/2019,Sunday,,,,10:45:00,
20,01/20/2019,Sunday,,,,11:15:00,
24,01/20/2019,Sunday,,,,11:45:00,
20,01/20/2019,Sunday,,,,12:15:00,
29,01/20/2019,Sunday,,,,12:45:00,
22,01/20/2019,Sunday,,,,13:15:00,
35,01/20/2019,Sunday,,,,13:45:00,
42,01/20/2019,Sunday,,,,14:15:00,
30,01/20/2019,Sunday,,,,14:45:00,
,01/20/2019,Sunday,,34,,15:15:00,
,01/20/2019,Sunday,,26,,15:45:00,
,01/20/2019,Sunday,46,,,16:15:00,
,01/20/2019,Sunday,66,,,16:45:00,
,01/20/2019,Sunday,78,,,17:15:00,
,01/20/2019,Sunday,79,,,17:45:00,
,01/20/2019,Sunday,50,,,18:15:00,
,01/20/2019,Sunday,,,,18:45:00,
,01/20/2019,Sunday,,,,19:15:00,
,01/20/2019,Sunday,,,,19:45:00,
,01/20/2019,Sunday,,,,20:15:00,
,01/20/2019,Sunday,,,,20:45:00,
,01/20/2019,Sunday,,,,21:15:00,
,01/21/2019,Monday,,0,,05:45:00,
,01/21/2019,Monday,,0,,06:15:00,
,01/21/2019,Monday,,,,06:45:00,
,01/21/2019,Monday,,,,07:15:00,
,01/21/2019,Monday,,3,,07:45:00,
,01/21/2019,Monday,,,,08:15:00,
,01/21/2019,Monday,,,,08:45:00,
,01/21/2019,Monday,,,,09:15:00,16
,01/21/2019,Monday,,,,09:45:00,
,01/21/2019,Monday,,9,,10:15:00,
,01/21/2019,Monday,,,,10:45:00,
,01/21/2019,Monday,,,,11:15:00,
,01/21/2019,Monday,,,,11:45:00,11
,01/21/2019,Monday,,,,12:15:00,11
,01/21/2019,Monday,,,,12:45:00,
,01/21/2019,Monday,,,,13:15:00,
,01/21/2019,Monday,,,,13:45:00,
,01/21/2019,Monday,,,,14:15:00,
,01/21/2019,Monday,,,,14:45:00,
,01/21/2019,Monday,,,,15:15:00,
,01/21/2019,Monday,,,,15:45:00,
,01/21/2019,Monday,,,,16:15:00,
27,01/21/2019,Monday,,,,16:45:00,
30,01/21/2019,Monday,,,,17:15:00,
30,01/21/2019,Monday,,,,17:45:00,
3,01/21/2019,Monday,,,,18:15:00,
3,01/21/2019,Monday,,,,18:45:00,
,01/21/2019,Monday,,,,19:15:00,
,01/21/2019,Monday,,,,19:45:00,
,01/21/2019,Monday,,,,20:15:00,
,01/21/2019,Monday,,3,,20:45:00,
,01/21/2019,Monday,,3,,21:15:00,
,01/22/2019,Tuesday,,,,05:45:00,
,01/22/2019,Tuesday,,,,06:15:00,
,01/22/2019,Tuesday,,,,06:45:00,
,01/22/2019,Tuesday,,,,07:15:00,
,01/22/2019,Tuesday,,,,07:45:00,
,01/22/2019,Tuesday,,4,,08:15:00,
,01/22/2019,Tuesday,,3,,08:45:00,
,01/22/2019,Tuesday,,1,,09:15:00,4
,01/22/2019,Tuesday,,1,,09:45:00,3
,01/22/2019,Tuesday,,0,,10:15:00,1
,01/22/2019,Tuesday,,0,,10:45:00,4
2,01/22/2019,Tuesday,,0,,11:15:00,
1,01/22/2019,Tuesday,,0,,11:45:00,
,01/22/2019,Tuesday,,6,,12:15:00,
,01/22/2019,Tuesday,,6,,12:45:00,
,01/22/2019,Tuesday,,,,13:15:00,
,01/22/2019,Tuesday,,,,13:45:00,
,01/22/2019,Tuesday,,,,14:15:00,
,01/22/2019,Tuesday,,,,14:45:00,
,01/22/2019,Tuesday,,,,15:15:00,
,01/22/2019,Tuesday,,,,15:45:00,
0,01/22/2019,Tuesday,,1,,16:15:00,
,01/22/2019,Tuesday,,4,,16:45:00,
,01/22/2019,Tuesday,,4,,17:15:00,
,01/22/2019,Tuesday,,,,17:45:00,
3,01/22/2019,Tuesday,,,,18:15:00,
,01/22/2019,Tuesday,,,,18:45:00,
,01/22/2019,Tuesday,,,,19:15:00,7
,01/22/2019,Tuesday,,,,19:45:00,
,01/22/2019,Tuesday,,,,20:15:00,
,01/22/2019,Tuesday,,3,,20:45:00,
,01/22/2019,Tuesday,,,,21:15:00,
,01/23/2019,Wednesday,,2,,05:45:00,
,01/23/2019,Wednesday,,3,,06:15:00,
,01/23/2019,Wednesday,,3,,06:45:00,
,01/23/2019,Wednesday,,,,07:15:00,
,01/23/2019,Wednesday,,2,,07:45:00,
,01/23/2019,Wednesday,,0,,08:15:00,2
,01/23/2019,Wednesday,,0,,08:45:00,6
,01/23/2019,Wednesday,,,,09:15:00,14
,01/23/2019,Wednesday,,,,09:45:00,14
,01/23/2019,Wednesday,,3,,10:15:00,
,01/23/2019,Wednesday,,3,,10:45:00,
,01/23/2019,Wednesday,,,,11:15:00,
,01/23/2019,Wednesday,,3,,11:45:00,
,01/23/2019,Wednesday,,2,,12:15:00,
,01/23/2019,Wednesday,,,,12:45:00,
,01/23/2019,Wednesday,,,,13:15:00,
,01/23/2019,Wednesday,,,,13:45:00,
,01/23/2019,Wednesday,,,,14:15:00,
,01/23/2019,Wednesday,,,,14:45:00,
,01/23/2019,Wednesday,,,,15:15:00,
,01/23/2019,Wednesday,,,,15:45:00,
7,01/23/2019,Wednesday,,,,16:15:00,
,01/23/2019,Wednesday,,,,16:45:00,
2,01/23/2019,Wednesday,,1,,17:15:00,
,01/23/2019,Wednesday,,,,17:45:00,
0,01/23/2019,Wednesday,,,,18:15:00,
2,01/23/2019,Wednesday,,,,18:45:00,
,01/23/2019,Wednesday,,,,19:15:00,
4,01/23/2019,Wednesday,,,,19:45:00,
,01/23/2019,Wednesday,,,,20:15:00,
,01/23/2019,Wednesday,,,,20:45:00,
,01/23/2019,Wednesday,,4,,21:15:00,
,01/24/2019,Thursday,,,,05:45:00,
,01/24/2019,Thursday,,,,06:15:00,
,01/24/2019,Thursday,,,,06:45:00,
,01/24/2019,Thursday,,,,07:15:00,
,01/24/2019,Thursday,,,,07:45:00,
,01/24/2019,Thursday,,1,,08:15:00,
,01/24/2019,Thursday,,5,,08:45:00,
,01/24/2019,Thursday,,,,09:15:00,10
,01/24/2019,Thursday,,,,09:45:00,10
,01/24/2019,Thursday,,,,10:15:00,12
,01/24/2019,Thursday,,,,10:45:00,13
,01/24/2019,Thursday,,1,,11:15:00,
,01/24/2019,Thursday,,1,,11:45:00,
,01/24/2019,Thursday,,3,,12:15:00,
,01/24/2019,Thursday,,3,,12:45:00,
,01/24/2019,Thursday,,,,13:15:00,
,01/24/2019,Thursday,,,,13:45:00,
,01/24/2019,Thursday,,,,14:15:00,
,01/24/2019,Thursday,,,,14:45:00,
,01/24/2019,Thursday,,,,15:15:00,
,01/24/2019,Thursday,,,,15:45:00,
,01/24/2019,Thursday,4,,,16:15:00,
,01/24/2019,Thursday,6,1,,16:45:00,
,01/24/2019,Thursday,0,1,,17:15:00,
6,01/24/2019,Thursday,,,,17:45:00,
3,01/24/2019,Thursday,,,,18:15:00,
2,01/24/2019,Thursday,,,,18:45:00,
,01/24/2019,Thursday,,,,19:15:00,
,01/24/2019,Thursday,,,,19:45:00,
,01/24/2019,Thursday,,2,,20:15:00,
,01/24/2019,Thursday,,3,,20:45:00,
,01/24/2019,Thursday,,4,,21:15:00,
,01/25/2019,Friday,,0,,05:45:00,
,01/25/2019,Friday,,4,,06:15:00,
,01/25/2019,Friday,,3,,06:45:00,
,01/25/2019,Friday,,5,,07:15:00,
,01/25/2019,Friday,,2,,07:45:00,
,01/25/2019,Friday,,,,08:15:00,
,01/25/2019,Friday,,0,,08:45:00,3
,01/25/2019,Friday,,,,09:15:00,
,01/25/2019,Friday,,,,09:45:00,
,01/25/2019,Friday,,,,10:15:00,
,01/25/2019,Friday,,,,10:45:00,
,01/25/2019,Friday,,,,11:15:00,
,01/25/2019,Friday,,,,11:45:00,
,01/25/2019,Friday,,2,,12:15:00,
,01/25/2019,Friday,,2,,12:45:00,
,01/25/2019,Friday,,,,13:15:00,
,01/25/2019,Friday,,,,13:45:00,
,01/25/2019,Friday,,,,14:15:00,
,01/25/2019,Friday,,,,14:45:00,
,01/25/2019,Friday,,,,15:15:00,
,01/25/2019,Friday,,,,15:45:00,
,01/25/2019,Friday,7,,,16:15:00,
,01/25/2019,Friday,9,,,16:45:00,
,01/25/2019,Friday,,12,,17:15:00,
,01/25/2019,Friday,,4,,17:45:00,
,01/25/2019,Friday,,2,,18:15:00,
,01/25/2019,Friday,,,,18:45:00,
,01/25/2019,Friday,,4,,19:15:00,
,01/25/2019,Friday,,5,,19:45:00,
,01/25/2019,Friday,,,,20:15:00,
,01/25/2019,Friday,,,,20:45:00,
,01/25/2019,Friday,,,,21:15:00,
,01/26/2019,Saturday,,,,05:45:00,
,01/26/2019,Saturday,,,,06:15:00,
,01/26/2019,Saturday,,,,06:45:00,
,01/26/2019,Saturday,,,,07:15:00,
,01/26/2019,Saturday,,2,,07:45:00,
3,01/26/2019,Saturday,,,,08:15:00,
17,01/26/2019,Saturday,,,,08:45:00,
,01/26/2019,Saturday,,,,09:15:00,
14,01/26/2019,Saturday,,,,09:45:00,
8,01/26/2019,Saturday,,,,10:15:00,
,01/26/2019,Saturday,,,,10:45:00,
